text,label
"Asian Paints will pay ₹20.55 dividend per share on July 26, yielding 1.4%. Despite the high payout ratio, EPS is forecasted to grow by 44.1%, potentially reducing the payout ratio to 53%. Asian Paints has a solid track record, increasing dividends yearly by 20% over the last decade. However, sustaining dividends is uncertain due to cash flow concerns. Caution is advised for relying solely on dividend income.",NEUTRAL
"Asian Paints, a leading Indian paint manufacturer, reports a decline in consolidated profit for Fiscal Q4. The company leads in paints. Products include decorative and industrial paints, wood varnishes, and car paints under brands like Apex, Ace, Royale, Utsav, and more.",NEGATIVE
"Asian Paints receives first price target below ₹2,000 from CLSA after weak Q4. CLSA maintains 'underperform' rating, cutting target to ₹1,966, implying a 14.5% downside. Citi keeps 'Sell' rating, lowering target to ₹2,100, citing urban demand weakness and competitive intensity. 21 out of 38 analysts have 'Sell' on Asian Paints.",NEGATIVE
"Asian Paints Ltd released the investor conference audio covering Q4 FY ending March 2025. The audio is available on the company website, fulfilling disclosure obligations.",NEUTRAL
"Asian Paints Ltd appoints Dr. K. R. Chandratre as Secretarial Auditor for 5 years, pending shareholder approval. Dr. Chandratre has 45 years of experience in corporate laws, previously with Kirloskar Oil Engines Ltd.",NEUTRAL
"Asian Paints' board approved audited financial results for FY ending March 31, 2025, and recommended a final dividend of Rs. 20.55/share, totaling Rs. 24.80/share for FY 2025. The company's 79th AGM is set for June 26, 2025, via video conference. Deloitte issued unmodified audit opinions on standalone and consolidated financial statements.",NEUTRAL
Asian Paints faces demand challenges in decorative business FY25. Industrial paints gain traction; new products contribute 14% of revenue.,NEUTRAL
Asian Paints reports disappointing volume growth in Q4 results. Escorts Kubota declares an 18 dividend.,NEGATIVE
Asian Paints' board approved audited results and recommended a Rs. 20.55 final dividend. The total dividend is Rs. 24.80 per share with the 79th AGM on 26th June.,NEUTRAL
"Asian Paints' Q4 net profit fell 45% to ₹700.8 crore, with revenue down 4.3% to ₹8,359 crore. EBITDA dropped 15% to ₹1,407 crore, margin decreased to 17.2%, and volume growth was 1.8%.",NEGATIVE
"Asian Paints' Q4 profit is expected at Rs 1,082 crore, down over 15% YoY. Revenue likely declines 1% YoY to Rs 8,626 crore. EBITDA may fall 8.5% YoY to Rs 1,547 crore. Margins might decrease 150 bps to 17.9% amid rising ad spends. Shares trade at Rs 2,329.85, down 20% YTD.",NEGATIVE
"Q4 results for Titan, L&T, Asian Paints, Britannia, Biocon among others releasing today. TCS, Infosys, Reliance, SBI, HDFC, Maruti have announced results. Nuvama forecasts 6% YoY top-line growth for Q4FY25, marking 8th straight quarter of sub-10% growth. EMS, internet, NBFCs expected good growth.",NEUTRAL
"Q4 results announcement on May 8, 2025, includes major companies like L&T, Asian Paints, Britannia, Canara Bank, Union Bank, Titan, Zee Entertainment, and Kalyan Jewellers. Other firms like Pidilite, Jindal Stainless, Biocon, HCC, Aarti Industries, MCX, Bharat Forge, GHCL, Rain Industries, Muthoot Microfin, Aditya Birla Real Estate, and IIFL Finance will also release results.",NEUTRAL
"L&T, Union Bank, Britannia, Zeel, Asian Paints to release Q4 results on May 8. These firms will report for FY25, ending March 31, 2025.",NEUTRAL
"L&T, Asian Paints, and Titan to announce quarterly results. KFin Tech faces a 6% stake sale via block deal by General Atlantic PE. Delhivery receives Rs 49.19 crore GST notice. Reliance Power raised Rs 348.15 crore via preferential shares. PNB's profit grew 51.7% YoY to Rs 4,567 crore. Route Mobile reported Rs 85.01 crore profit in Q4 FY25.",NEUTRAL
"Asian Paints Ltd informs BSE and NSE of an analyst/investor meeting on 13th May 2025, 10:00 am IST in Mumbai. No unpublished price sensitive information will be shared; schedule may change due to investor company exigencies.",NEUTRAL
Asian Paints Limited confirms compliance with SEBI Regulation 74(5) for Q1 2025. MUFG Intime India Private Limited certifies dematerialization details were provided to depositories.,NEUTRAL
"Asian Paints Ltd. opened with a decline and high volatility today. The stock outperformed its sector despite a downturn, showing short-term resilience.",NEUTRAL
"Eicher Motors' Royal Enfield sales reached 114,000 units in August, surpassing 100,000 expectations. Total bike sales rose 55% YoY; international sales grew 39% to 11,126 units.",POSITIVE
Auto sector seeks uniform GST; Eicher Motors warns higher taxes on premium bikes could hurt India's global edge. Proposals include GST cuts on smaller vehicles and hikes on larger ones; Hero MotoCorp supports rate relief for first-time buyers.,NEGATIVE
"Eicher Motors reports 10.2% YoY growth in total VECV sales for Aug'25. Domestic sales rose 5%, while exports surged 132.5% YoY in Aug'25.",POSITIVE
"Eicher Motors rose 0.3% on 11 Aug to Rs 5,680, showing positive weekly and monthly returns. Strong fundamentals, low debt, and high institutional holdings drive its outperformance over Sensex and BSE500.",POSITIVE
Eicher Motors' Q1 FY25-26 consolidated financials released.,NEUTRAL
"Eicher Motors reports July '25 VECV sales at 7,115 units, a 7.4% rise YoY. Domestic sales grew 6.1%, exports surged 32.5%, and YTD volumes rose 9.1%.",POSITIVE
"Eicher Motors' July 2025 motorcycle sales rose 31% YoY to 88,045 units. International sales surged 95% YoY to 11,791 units; 350cc bikes grew 34%.",POSITIVE
"Eicher Motors Q1 margins eased slightly, yet festive season keeps outlook strong.",NEUTRAL
"Avendus raises Eicher Motors target price to ₹5,850 citing volume-driven EBITDA growth.",POSITIVE
"Eicher Motors among stocks in focus today due to Q1 earnings. Other mentioned stocks include Tata Motors, Reliance, Coal India.",NEUTRAL
Eicher Motors shared Q1 FY25 results call audio online for public access. This move enhances transparency and offers investors insights into company updates.,NEUTRAL
"Eicher Motors posts highest net sales and profit in five quarters. Strong operational efficiency noted, but higher non-operating income raises concerns.",NEUTRAL
"Eicher Motors Ltd released its Q1 FY26 investor presentation under SEBI Regulation 30 LODR. Highlights include Royal Enfield's market share, product launches, sustainability progress, and VECV's Q1 growth.",NEUTRAL
Eicher Motors beats profit estimates on strong demand for premium motorcycles and vehicles. Robust demand for Royal Enfield motorcycles and commercial vehicles drove quarterly performance.,POSITIVE
"Eicher Motors FY 2025 revenue rose 14% to ₹187.3b, net income up 18% to ₹47.3b. EPS of ₹173 beat estimates by 4.3%, driven by India segment contributing 86% of revenue.",POSITIVE
"Over 50 major companies, including ITC, IndusInd Bank, BEL, and Swiggy, will announce Q1 earnings this week. Key sectors include banking, FMCG, energy, auto, and pharma, with notable results from Nifty 50 constituents.",NEUTRAL
"Nifty closed 0.6% lower at 24,968.40; Q1 results from major firms like Infosys, Reliance, and ICICI Bank to impact sentiment. Corporate actions, IPOs, FII/DII activity, rupee movement, and crude oil prices to steer markets this week.",NEUTRAL
"Nifty Auto index dipped 0.09% at 23,473.3 as market remained weak; Ashok Leyland, Bosch, TVS Motor led gains. Eicher Motors, Bharat Forge, Maruti Suzuki, Tata Motors, Balkrishna Industries saw losses; Nifty50 down 103.1 pts.",NEGATIVE
"Eicher Motors' VE Commercial Vehicles faces Rs. 168.2 cr GST notice for FY18. Company disputes claim, plans response in 30 days; no financial impact expected.",NEGATIVE
"Vedanta, SRF, and Eicher Motors gain analyst attention amid positive market sentiment; BSE 100 rises 0.13%. Havells India excels with a 2.08% gain, Avenue Super declines 2.7%; advance/decline ratio at 1.3x shows healthy dynamics.",POSITIVE
"Eicher Motors' VECV June sales declined 0.8% to 7,363 units YoY.",NEGATIVE
"Eicher Motors reports June truck and bus sales down 1.6%, YTD up 9.8%. Domestic sales dipped 2.5%, exports surged 13.1% with 476 units in June.",NEUTRAL
"Eicher Motors' Royal Enfield sales in June hit 89,540 units, beating estimates of 85,750 units. Sales rose 22% YoY; exports surged 79% to 12,583 units vs 7,024 last year.",POSITIVE
"Eicher Motors shares rose 1.6%, hitting an intraday high of ₹5,742 on BSE. At 11:41 AM, the stock traded 1.36% higher at ₹5,731.35 on BSE.",POSITIVE
"Eicher Motors gains amid flat market; SENSEX slightly down at 81,413.8. Biocon rises in mid caps, while Zee, Electronics Mart face losses; GTPL gains.",POSITIVE
"IndusInd Bank gained 3.9% to Rs 841, leading Nifty 50 gainers with Titan up 2.7% to Rs 3,497.8. Eicher Motors rose 2.1% to Rs 5,452; Eternal and M&M also saw notable gains in today's session.",POSITIVE
"Eicher Motors gained 0.92% while the BSE 500 index dipped 0.07%, showing resilience. The automotive sector, led by Eicher, outperformed as 25 of 35 sectors, including IT, struggled.",POSITIVE
"Eicher Motors reports a 26% increase in total motorcycle sales to 89,429 units YoY. International business sales rose 82% to 13,609 units from 7,479 units YoY.",POSITIVE
"Eicher Motors reported a 26% YoY sales increase in May 2025, with 350cc models growing 28%. International sales surged 82% in May 2025, while 350cc sales also increased by 16%.",POSITIVE
"Eicher Motors Ltd reported VECV sales of 7,402 units in May 2025, showing 7.3% YoY growth. Domestic sales increased 7.2%, exports rose 20.7%. Year-to-date growth reached 16%, with 14,248 units sold. SCV LMD trucks sales rose 15%, while HD segment showed varied performance.",POSITIVE
"Eicher Motors Ltd submitted their Annual Secretarial Compliance Report for FY ending March 31, 2025, to BSE and NSE. The report confirms compliance with SEBI regulations and highlights no reportable events during the review period.",NEUTRAL
"Eicher Motors Ltd submitted its Annual Secretarial Compliance Report for FY ending March 31, 2025, under SEBI Regulation 24A. The report confirms compliance with statutory provisions and SEBI guidelines, with no major violations or non-compliances noted.",NEUTRAL
"Eicher Motors Ltd reported its Q4 standalone financials, detailing its registered and corporate office locations.",NEUTRAL
"Eicher Motors gains attention as analysts adjust evaluations, reflecting strong market position amid competitive challenges. Godrej Consumer and Reliance Industries show stable, mildly bullish sentiments. Grasim Industries receives positive score revision, highlighting robust performance. Tata Consumer trends positively. Investors await NTPC and Bajaj Auto earnings, potentially influencing market dynamics.",POSITIVE
"Eicher Motors posts strong market performance; valuation adjusted. Price-to-earnings ratio is 31.3, price-to-book is 6.9. Returns: 12.1% YTD, 288.8% in five years. Bullish trend with positive MACD, KST indicators. Return on equity is 22.2%, indicating management efficiency. Robust sales growth strengthens market position.",POSITIVE
"Eicher Motors reports Q4 revenue of Rs. 5,241 cr, EBITDA Rs. 1,258 cr, PAT Rs. 1,362 cr. Royal Enfield sales cross 1 million units; VECV reports best-ever sales and improved margins.",POSITIVE
Eicher Motors released its Q4 consolidated financials for 2024-2025.,NEUTRAL
"Eicher Motors Ltd reports 2024-2025 Q4 standalone financials, detailing office location at Ashoka Estate, New Delhi.",NEUTRAL
"Eicher Motors' Q4 PAT rose 27.2% YoY to Rs 1,362.1 crore, boosting shares. Revenue increased 23.1% to Rs 5,241.1 crore; final dividend of Rs 70/share recommended.",POSITIVE
"Jefferies rates Eicher Motors as buy with a target of 6500/share, citing benefits from 2-wheeler premiumisation. Improved competitive conditions are expected to contribute positively to Eicher Motors' performance.",POSITIVE
"HSBC holds Eicher Motors with a target price of 5,300 per share. Royal Enfield's volume growth expected to peak in FY26; margin improvements seen as upside risk.",NEUTRAL
"Eicher Motors, Tata Power, Lupin, Tilakanagar Inds stocks are in focus. CDSL, Manappuram Finance, Hindustan Copper banned from F&O trading on 15 May 2025.",NEUTRAL
"Eicher Motors released audio of Q4 and FY25 results call held on May 14, 2025. Recording is accessible on the company website, providing insights on financial performance discussion.",NEUTRAL
"Stocks to watch include Eicher Motors, Tata Power, Torrent Power, SBI, and more. Other notable stocks: Apollo Tyres, JB Chemicals, Karnataka Bank, Muthoot Finance, Hitachi Energy.",NEUTRAL
"Eicher Motors reports highest net sales, operating profit, PBT, and PAT in five quarters, showcasing strong growth by March 2025. PAT notably grew by 22.6% compared to previous quarters; non-operating income peaked at Rs 380.39 crore, raising sustainability concerns.",NEUTRAL
"Eicher Motors is releasing its Q4 earnings today, anticipating volume growth both QoQ and YoY.",POSITIVE
"Eicher Motors Ltd approved 1,63,933 RSUs under the RSU Plan 2019 for employees. These RSUs, exercisable after 3 years, convert to equity shares of Re. 1 each.",NEUTRAL
"Eicher Motors stock updates: Last traded price at 5489, market cap 150488.7, and volume 349955. P/E ratio stands at 33.87. Earnings per share reported at 162.05. Follow our liveblog for comprehensive analysis and expert insights to aid investment decisions.",NEUTRAL
Eicher Motors Ltd seeks approval for Mr. Siddhartha Vikram Lal's appointment as Executive Chairman for five years starting 13 Feb 2025. Notice published in newspapers; objections can be sent to Ministry of Corporate Affairs within 30 days from publication date.,NEUTRAL
"Eicher Motors Ltd appoints Ms. Ira Gupta as Independent Woman Director, Mr. Arun Vasu as Independent Director, Mr. Siddhartha Lal as Executive Chairman, and Mr. Govindarajan Balakrishnan as Managing Director for 5-year terms starting February 2025. The appointments were approved by shareholders via Postal Ballot, meeting independence criteria under Companies Act 2013 and SEBI regulations. Profiles are available on Eicher Motors' website.",NEUTRAL
"Eicher Motors Ltd appoints Ms. Ira Gupta as Independent Woman Director, Mr. Arun Vasu as Independent Director, for five years from February 2025. Mr. Siddhartha Lal is named Executive Chairman, and Mr. Govindarajan Balakrishnan as Managing Director, both for five years from February 2025.",NEUTRAL
"Eicher Motors saw a 6% rise in Royal Enfield sales, reaching 86,559 units compared to 81,870 units year-over-year.",POSITIVE
"Eicher Motors Ltd's April 2025 report shows domestic sales up 6% YoY. Models over 350cc surged 36%, while models up to 350cc grew 2%.",POSITIVE
"Eicher Motors reported sales of 6,846 units in April, primarily in the two-wheeler segment, with flagship brand Royal Enfield. Royal Enfield offers models like Interceptor 650 and Himalayan, plus accessories. VE Commercial Vehicles joint venture includes Eicher trucks.",NEUTRAL
"Eicher Motors reported a 27.3% increase in VECV sales, reaching 6,846 units from 5,377 units YoY. Domestic sales rose 27.7% to 6,257 units; exports increased 29.2% to 460 units.",POSITIVE
"Eicher Motors Ltd's VE Commercial Vehicles sales grew 27.3% in April 2025, totaling 6,846 units, up from 5,377 units in April 2024. Domestic sales rose by 27.7%, exports by 29.2%, while LMD bus sales saw the highest growth at 61.6%.",POSITIVE
"Sensex rose 117.9 pts to 80,336.28, Nifty 50 up 13.25 pts to 24,341.75 amid geopolitical tension. BEL, Reliance led gainers. Defence stocks like Bharat Forge, HAL surged post defence deal. Auto index dipped 0.42%. Midcap, smallcap traded flat. BEL up 4.5%.",NEUTRAL
"Eicher Motors Ltd confirms it doesn't meet SEBI criteria for 'Large Corporate' for FY ending March 31, 2025, hence related compliances aren't applicable. The company has no long-term bank borrowings over one year and received Rs. 333 crore assistance from Tamil Nadu government, not classified as borrowing.",NEUTRAL
"Nifty ends 7-day rally amid F&O expiry; HUL falls on margin concerns, with pharma and metals gaining. Top Nifty gainers include Indusind, Ultratech, Grasim, DRL, Cipla; losers include HUL, Airtel, Eicher, ICICI, Eternal.",NEGATIVE
"India may eliminate tariffs on large motorcycles, including Harley-Davidson, to finalize a trade pact with the US. This could make Harley-Davidson bikes cheaper. Eicher Motors' shares fell 3% after the report. India may also scrap import duties on select auto parts, aiming for a reciprocal agreement with the US.",NEGATIVE
Eicher Motors achieved remarkable gains of 318% over five years. EPS growth at 16% per year points to strong fundamentals.,POSITIVE
"Royal Enfield launches the new Classic 350 motorcycle in Nepal, featuring modern enhancements. The Classic 350 comes with ABS as a standard feature, available in five variants and seven colorways.",POSITIVE
"Eicher Motors Limited focuses on manufacturing and selling motorcycles and related parts. The company operates in the automotive segment, including the development and sale of two-wheelers.",NEUTRAL
"CHOLAFIN is currently in an uptrend, forming a Higher Top Higher Bottom structure. The stock broke out from a Cup and Handle pattern with rising volumes and positive RSI signals.",NEUTRAL
Eicher Motors benefits from a positive large cap segment and optimistic investor sentiment. Anticipation around earnings reports from Infosys and HDFC Bank adds market focus.,POSITIVE
"Investec has upgraded Eicher Motors to Hold. Target price increased to 5,600 with Royal Enfield sales recovery.",POSITIVE
"Eicher Motors submitted a certificate for the quarter ending March 31, 2025, as per SEBI regulations. The certificate confirms the dematerialization of securities, ensuring compliance with listing requirements.",NEUTRAL
"Eicher Motors hits a 52-week high at Rs. 5555, outperforming its sector. Stock trades above key moving averages, driving positive market sentiment.",POSITIVE
"Eicher Motors has revised its evaluation amid changing market conditions. The company delivered a strong return of 30.74%, outperforming the Sensex.",POSITIVE
"Jio Financial Services' Q1 FY26 income rose 48% YoY to Rs 619 crore, with lending AUM expanding from Rs 217 crore to Rs 11,665 crore. Despite growth across verticals, including mutual funds and payments, the stock price remains range-bound as investors weigh rising costs and competition.",NEUTRAL
"Jio plans to go public by 2026, indicating strategic growth. India's Q1 GDP growth accelerates to 7.8%, showcasing economic momentum.",POSITIVE
"Jio Financial Services reverses six-day decline, rising 0.76%, market cap at Rs 1,97,015 crore. Stock shows 8.5% gain in last 3 months but is down 4.1% YTD; P/E ratio at 122.9.",NEUTRAL
"Jio Financial Services Ltd held its 2nd AGM on Aug 28, 2025 via VC/OAVM. All resolutions, including dividend declaration and preferential warrants issuance, were approved with requisite majority.",NEUTRAL
"Jio Payments Bank plans to auto-invest idle deposits in overnight MFs via a new Savings Pro account. Jio Financial Services manages Rs 11,600 cr in assets, serving 80L+ users with diverse financial offerings.",POSITIVE
"Jio discontinues entry-level 1 GB/day plans, indicating indirect tariff hikes. The move aims to boost ARPU and EBITDA, signaling a strategic pricing shift.",POSITIVE
"Jio Financial Services trades at ₹330.25 with a market cap of ₹2,09,971.3 Cr. Key metrics: P/E ratio 129.2, EPS 2.56; volume at 61.9 lakh shares.",NEUTRAL
Jio Financial's stock rose 1.9% to Rs 327.8 on 11 Aug after trend reversal. Strong fundamentals and institutional support drive positive investor sentiment despite volume declines.,POSITIVE
"Jio Financial Services and 12 stocks trade ex-dividend today; key focus on payouts. Jio Financial declares Rs 0.5/share dividend; other firms include Akzo Nobel, Castrol.",NEUTRAL
"Retail MTF surged to record ₹96,000 crore in August, up 33% in 3 months despite market haze. HAL leads MTF trades at ₹1,373 crore; Tata Motors & TCS at ₹1,337 crore and ₹1,249 crore respectively.",NEUTRAL
"JioBlackRock, a JFSL-BlackRock JV, launches five index funds via NFO. The NFO is open from August 5 to August 12 for subscriptions.",POSITIVE
"Jio Financial Services to hold AGM on Aug 28, 2025, via VC/OAVM. Record date for dividend eligibility is Aug 11, 2025; cut-off date for voting is Aug 21, 2025.",NEUTRAL
"Mukesh Ambani's group to invest Rs 15,825 cr in Jio Financial. Funds to enhance lending, insurance, payments, broking, and MF operations.",POSITIVE
"M&M Q1 profit surged 24.4% YoY to ₹4,083 cr; Tata Steel profit doubled to ₹2,007 cr despite 2.9% revenue dip. IndiGo profit fell 20.2% YoY; Jio Fin plans ₹15,825 cr via warrants. IGL, IIFL saw mixed results.",NEUTRAL
"Jio Financial to issue 50 crore warrants at Rs.316.5 each, convertible to equity. Total fund raise may reach Rs.15,825 crore, pending member and regulatory approval.",NEUTRAL
"Jio Financial Services' board to meet on July 30, 2025, to consider fund-raising proposals. The fund-raising may include equity shares, warrants, or other methods, subject to approvals.",NEUTRAL
Jio Financial and Allianz form 50:50 JV for India's reinsurance business. JV combines Jio's local insights with Allianz's global expertise; plans for insurance JVs.,POSITIVE
"Jio Financial's Q1 PAT rose 3.8% YoY to Rs 325 crore. Total income surged 48.1% YoY to Rs 418 crore, with PPOP at Rs 366 crore.",POSITIVE
"Anil Singhvi shared trade strategies for Nifty50 and Nifty Bank, highlighting key levels and sentiment analysis. FII outflows continue, DIIs show modest inflows. Axis Bank results were weak, likely causing a 5-10% drop. Wipro, LTIMindtree showed strong performance; Tata Communications and 360 One Wam results disappointed.",NEUTRAL
"Stocks in F&O ban: Angel One, Hindustan Copper, RBL Bank on 18 July 2025. Upcoming results: Hindustan Zinc, JSW Steel, RIL, IndiaMART, Bandhan Bank, others.",NEUTRAL
"RIL, JSW Steel, Wipro, Jio Financial, Axis Bank, LTIMindtree to announce Q1 results today. Axis Bank profit fell 4%, Jio Financial grew 38%, LTIMindtree 11%, and Polycab 50% in Q1FY26.",POSITIVE
"Jio Financial Services shared audio-video of Q1 FY25 results presentation. The presentation, held on July 17, 2025, is available on the company's website.",NEUTRAL
Jio Financial Services reports Q1 FY2026 revenue of ₹619.46 crore; net profit ₹353.14 crore. Jio Payments Bank became wholly owned subsidiary in June 2025; auditors issued unmodified opinion.,NEUTRAL
BlackRock's JV with Jio Financial gets SEBI nod for 5 index funds.,POSITIVE
Jio BlackRock raised over ₹178 billion ($2.1 billion) via its debut fund offer. Joint venture combines India's Jio Financial Services and U.S.-based BlackRock expertise.,POSITIVE
"Jio Financial Services (JFS) received SEBI nod for discount broking, challenging Zerodha, Groww, and AngelOne. JFS's rapid growth includes NBFC AUM of INR 10,053 Cr, 2.31 Mn Jio Payments Bank users, and 34 insurance partners.",POSITIVE
Jio Financial stock rose 4.2% to Rs 325.7 after SEBI approved Jio BlackRock Broking as a stockbroker. Jio Financial-BlackRock JV aims to enter India's asset management sector; both invested Rs 117 crore in Jan.,POSITIVE
"Jio Financial Services disclosed updates for April-Jan 2024-25. SEBI granted Jio BlackRock Broking registration as Stock Broker, Clearing Member.",POSITIVE
"Bajaj Finserv sees revised evaluation, analysts show more favorable outlook amid mixed market sentiment. Ambuja Cements, Adani Ports, Titan trend bullish; BSE 100 index gains weekly, highlighting positive fundamentals.",NEUTRAL
"Jio Financial Services gains 6.5% over 3 days, hitting Rs 312.7 intraday high. Sensex rises 853.3 points, nearing 52-week high; Jio trades above key averages.",POSITIVE
"Stocks in focus: JSW Steel, HUL, Nestlé India, Texmaco Rail, PB Fintech, Balaji Amines, Jio Financial Services. June 26 watchlist includes major players across sectors, curated by Upstox.",NEUTRAL
Jio Financial invested Rs. 190 crore in Jio Payments Bank by acquiring 19 crore equity shares. Investment aims to support operational activities of Jio Payments Bank.,NEUTRAL
Jio Financial Services acquired 7.98 Cr shares of Jio Payments Bank from SBI for ₹104.54 Cr. Hero MotoCorp to unveil Vida Vx2 e-scooter; Abbott India partners with MSD for diabetes meds distribution.,NEUTRAL
"Jio Financial Services is highlighted among stocks to watch. Other stocks include Hero MotoCorp, Zydus Lifesciences, and Abbott.",NEUTRAL
Jio Financial acquired 7.9 crore JPBL shares from SBI for Rs. 104.54 crore. JPBL becomes wholly-owned subsidiary of Jio Financial post RBI approval.,NEUTRAL
"Jio Financial Services Ltd will participate in a Non-Deal Roadshow with Citi on June 15, 2025, in Qatar. No unpublished price-sensitive information will be shared; only public domain data will be discussed.",NEUTRAL
"Jio BlackRock Investment Advisers received approval from Indian regulators to operate as an investment adviser, as per Jio Financial Services.",POSITIVE
"SEBI granted Jio BlackRock Investment Advisers a license on June 10, 2025. Jio Financial Services informed exchanges on June 11, 2025, updating prior disclosures.",POSITIVE
SEBI grants Jio BlackRock Investment Advisers Pvt Ltd certificate to act as an Investment Adviser.,POSITIVE
"Jio Financial shows mildly bullish sentiment; Tata Consumer, Marico trend positively on strong demand. Larsen & Toubro maintains stable outlook. ICICI Bank bullish due to strong financials. BSE 100 up 0.02% today, 2.2% over 5 days; Adani Power excels, ICICI Lombard faces challenges.",POSITIVE
"Jio Financial shares dipped 0.3% to 303.35 despite announcing Jio BlackRock AMC leadership. The stock opened at 305.80, hit 306.85, then fell. The JV named Sid Swaminathan as CEO, Gaurav Nagori as COO, and others. SEBI's approval had previously boosted shares by 4%.",NEGATIVE
"Jio Financial stands out as a key gainer amid large cap stock performance, reflecting positive market sentiment. InfoBeans Tech leads small cap rally, showcasing significant gains. SENSEX trades at 82,510.7, nearing 52-week high, indicating bullish outlook. NIFTYREALTY sector shows strong gains with 36 of 38 sectors advancing, signaling overall positive market sentiment.",POSITIVE
"Market tech analyst Mitessh Thakkar recommends Astral, CESC, Jio Financial, and JSW Energy for short-term trade.",POSITIVE
"SEBI granted a certificate to Jio BlackRock Mutual Fund on May 26, 2025. Jio BlackRock Asset Management gets approval as Asset Management Company for Jio BlackRock Mutual Fund.",POSITIVE
"Jio Financial Services and BlackRock form JV for mutual fund business, SEBI approved in Oct 2024. Two companies incorporated for operations; SEBI grants registration and AMC approval by May 26, 2025.",POSITIVE
"Jio Financial Services Ltd sees open interest surge to 121,990, a 12.7% rise, amid increased trading activity with a volume of 52,157. Despite outperforming its sector by 1.03% and trading above key moving averages, delivery volume declined by 28.7%.",NEUTRAL
"Bharti Airtel, Jio Financial, and IndusInd Bank led Nifty 50 gains. Bharti Airtel at Rs 1,832.2, up 0.53%; Jio Financial at Rs 275.1, up 0.27%. IndusInd Bank at Rs 771.4, up 0.19%; Bharat Electronics at Rs 383.5, and Hero Motocorp at Rs 4,269.3 both up 0.13%.",POSITIVE
"Sensex fell 987.4 pts, Nifty 50 slumped 299.2 pts amid US debt concerns. Tata Steel, IndusInd, BEL, Jio saw marginal gains, while M&M, Power Grid, Tech Mahindra, Wipro, ITC lagged. FMCG, IT, auto, pharma sectors declined 1-2%. IndusInd, IndiGo gained post-Q4. HDFC AMC, HDFC Life, BEL hit 52-week highs. Volatility index rose 0.8% to 17.69.",NEUTRAL
"Jio Financial Services shows resilience with a 10.8% gain over five days, contrasting Sensex's 0.1% decline today. It trades above key moving averages. Despite a 22.3% decline over the year, Jio Financial's market cap is Rs 1,75,223.6 crore. P/E ratio is high at 107.8 compared to industry average 22.1.",POSITIVE
"Jio Financial Services raised INR10 billion through its maiden bond issue with bonds bearing an interest rate. Moneycontrol reported the issuance, citing sources familiar with the matter.",POSITIVE
"Sensex surged 2.97% to 81,811.34; Nifty jumped 3.1% to 24,761.85 as India-Pakistan ceasefire boosts market. Adani Group, Shriram Finance, and Jio Financial lead gains. Adani Enterprises soared 7.3%, while IndusInd Bank fell 3%. Pharma stocks faced pressure amid US drug price cut plans. Birla Corp and Reliance Power gained 20% and 13%, respectively.",POSITIVE
"Jio Finance, a subsidiary of Jio Financial Services, plans to raise Rs 1,000 crore through its first bond issue next week. The bonds will mature in 2 years and 10 months, marking Jio Finance's entry into the domestic capital market.",NEUTRAL
"Jio Financial Services Ltd shows strong trading activity, with over 28M shares exchanged and Rs 71.9 crore in value. Stock remains above key moving averages. Outperforming sector by 2.1%, Sensex by 0.65%. Liquidity robust; delivery volume rose 7.1% from 5-day average, indicating rising investor interest.",POSITIVE
"Jio's Q4 results show a net profit increase of 26% to ₹7,022 crore. Average revenue per user (ARPU) stands at ₹206.2.",POSITIVE
Jio's Q4 earnings indicate steady growth due to the last tariff hike and subscriber additions.,POSITIVE
"Banks face challenges as infrastructure funding shifts to InvITs, pension funds, and insurance companies. High cost-to-income ratios threaten banks; technology adoption is crucial for cost reduction.",NEUTRAL
"Jio Financial, HDFC Bank, and ICICI Bank are among the stocks in focus today. Infosys and Gensol Engineering also gain attention in today's trading session.",NEUTRAL
"Several major stocks are poised for movement, including Jio Financial, Infosys, ICICI Bank, and HDFC Bank. These stocks are being highlighted due to expected market activity, drawing trader attention.",NEUTRAL
Jio Financial Services' Board recommended a final dividend of Rs 0.5 per share. The dividend proposal awaits shareholder approval.,NEUTRAL
"Income from core business operations increased by 101% year-on-year. Assets Under Management reached Rs. 10,053 crores, showing growth.",POSITIVE
Infosys Q4 profit decreased by 12% and revised FY26 guidance down. Jio Financial Services saw a slight increase in Q4 profit and declared a dividend.,POSITIVE
"Jio Financial Services Limited reported a significant increase in AUM, reaching Rs. 10,053 crore. The company achieved Rs. 1,613 crore profit after tax for FY25, showcasing robust financial growth.",POSITIVE
"Jio Financial Services reported strong financial growth in FY25 with AUM surpassing Rs. 10,000 crore. The firm expanded its product offerings and distribution, enhancing its digital and physical presence.",POSITIVE
"Jio Financial Services reported significant growth with AUM crossing Rs. 10,000 crore in FY25. The company expanded its financial product offerings and digital reach, enhancing customer engagement.",POSITIVE
Jio Financial Services reported a 1.6% rise in Q4 net profit to Rs 316 crore. Total income increased from Rs 418 crore to Rs 518 crore in the January-March quarter.,POSITIVE
"Jio Financial Services reported AUM of Rs. 10,053 crore. The company achieved FY25 Profit After Tax of Rs. 1,613 crore.",NEUTRAL
Jio Financial Services Limited's investor relations update was presented by Jill Deviprasad. The announcement is expected to impact investor sentiments positively.,POSITIVE
"Jio Financial Services Limited is a diversified financial services group. The company operates in investment, insurance, financing, and payment solutions.",NEUTRAL
"The company's AUM increased to Rs. 10,053 crore, showing growth. The board has proposed a dividend of Rs. 0.50 per share.",POSITIVE
